1,1,1,0,-0.9,0.01,1.3,0.02,100.62,30.76,-38.7,0,0
1,1,1,1,-0.73,0.01,1.25,0.02,100.62,28.57,-36.6,0,0
1,1,1,2,-0.81,0.01,1.19,0.02,100.62,27.45,-34.5,0,0
1,1,1,3,-0.69,0.01,1.14,0.02,100.54,26.85,-32.4,0,0
1,1,1,4,-0.82,0.01,1.16,0.02,100.6,26.98,-29.5,0,0
1,1,1,5,-0.75,0.01,1.17,0.02,100.58,27.33,-26.6,0,0
1,1,1,6,-1.36,0,1.18,0.01,100.57,27.88,-23.7,0,0
1,1,1,7,-0.92,0,1.09,0.01,100.55,27.45,-25.5,0,0
1,1,1,8,-1.14,0,0.99,0.01,100.56,26.65,-27.3,0,0
1,1,1,9,0.5,0.01,0.88,0,100.53,25.25,-29.1,5.4,11.11
1,1,1,10,-0.74,0,0.91,0,100.56,27.84,-18.97,91.03,187.2
1,1,1,11,-0.12,0,0.94,0,100.55,29.4,-8.83,158.54,326.04
1,1,1,12,0.88,0.01,0.97,0.05,100.45,30.17,1.3,174.71,359.29
1,1,1,13,0.63,0.01,0.95,0.05,100.51,29.49,-3.5,157.93,324.78
1,1,1,14,0.76,0.01,0.94,0.05,100.49,28.17,-8.3,101.29,208.3
1,1,1,15,-0.71,0,0.95,0,100.31,26.29,-13.1,18.52,38.09
1,1,1,16,0.36,0,0.86,0,100.42,23.64,-15.5,0,0
1,1,1,17,-0.17,0,0.76,0,100.37,20.91,-17.9,0,0
1,1,1,18,-1.8,0,0.62,0,100.21,17.44,-20.3,0,0
1,1,1,19,-1.06,0,0.53,0,100.29,14.13,-18.47,0,0
1,1,1,20,-1.43,0,0.48,0,100.25,11.28,-16.63,0,0
1,1,1,21,-0.44,0.01,0.46,0.01,100.03,8.61,-14.8,0,0
1,1,1,22,-1.33,0,0.52,0.01,100.17,8.44,-15.1,0,0
1,1,1,23,-0.88,0,0.58,0.01,100.11,9.91,-15.4,0,0
1,2,2,0,0.69,0.01,0.63,0.38,99.8,12.03,-15.7,0,0
1,2,2,1,-0.04,0,0.74,0.38,99.98,15.84,-12.53,0,0
1,2,2,2,0.33,0,0.82,0.38,99.9,19.3,-9.37,0,0
1,2,2,3,1.56,0.01,0.9,0.38,99.55,21.63,-6.2,0,0
1,2,2,4,1,0,0.81,0.38,99.74,22.16,-6.33,0,0
1,2,2,5,1.29,0,0.72,0.38,99.66,21.82,-6.47,0,0
1,2,2,6,-1.07,0,0.66,0.12,99.77,21.07,-6.6,0,0
1,2,2,7,0.66,0,0.4,0.12,99.6,18.59,-4.33,0,0
1,2,2,8,-0.21,0,0.16,0.12,99.67,14,-2.07,0,0
1,2,2,9,0.26,0.01,0.11,0,99.8,17.13,0.2,2.82,5.8
1,2,2,10,-0.63,0,0.22,0,99.78,21.23,8.4,44.72,91.97
1,2,2,11,-0.19,0,0.36,0,99.79,22.59,16.6,77.46,159.3
1,2,2,12,1.68,0.01,0.49,0.03,99.89,23.81,24.8,129.85,267.04
1,2,2,13,0.73,0,0.63,0.03,99.82,24.63,16.13,117.88,242.42
1,2,2,14,1.2,0,0.75,0.03,99.85,25.62,7.47,76.4,157.12
1,2,2,15,1.82,0.01,0.84,0.05,99.89,26.52,-1.2,12.5,25.71
1,2,2,16,1.73,0,0.87,0.05,99.89,27.2,-5.9,0,0
1,2,2,17,1.77,0,0.91,0.05,99.89,27.45,-10.6,0,0
1,2,2,18,1.36,0,0.95,0,99.72,27.4,-15.3,0,0
1,2,2,19,1.68,0,0.95,0,99.85,27.12,-23.17,0,0
1,2,2,20,1.53,0,0.94,0,99.8,26.83,-31.03,0,0
1,2,2,21,0.85,0,0.94,0,99.64,26.22,-38.9,0,0
1,2,2,22,1.2,0,0.97,0,99.7,25.73,-40.13,0,0
1,2,2,23,1.03,0,0.99,0,99.68,25.33,-41.37,0,0
1,3,3,0,0.85,0,1.02,0.01,99.63,25.2,-42.6,0,0
1,3,3,1,0.85,0,0.98,0.01,99.64,25.2,-35.13,0,0
1,3,3,2,0.85,0,0.96,0.01,99.63,25.23,-27.67,0,0
1,3,3,3,0.52,0,0.96,0,99.64,25.09,-20.2,0,0
1,3,3,4,0.74,0,0.94,0,99.63,24.36,-19.83,0,0
1,3,3,5,0.63,0,0.93,0,99.64,23.47,-19.47,0,0
1,3,3,6,-0.04,0,0.92,0,99.72,22.62,-19.1,0,0
1,3,3,7,0.33,0,0.91,0,99.66,21.98,-22.7,0,0
1,3,3,8,0.14,0,0.91,0,99.68,21.96,-26.3,0,0
1,3,3,9,1.47,0.01,0.91,0,99.67,22.34,-29.9,6.28,12.91
1,3,3,10,0.47,0,1.03,0,99.71,24.62,-20.33,94.25,193.83
1,3,3,11,0.97,0,1.11,0,99.69,26.57,-10.77,162.78,334.76
1,3,3,12,0.5,0,1.18,0.07,99.62,28.04,-1.2,176.02,361.99
1,3,3,13,1.15,0.01,1.28,0.07,99.66,28.76,-6.87,160.17,329.39
1,3,3,14,0.83,0.01,1.4,0.07,99.64,29.24,-12.53,104.89,215.71
1,3,3,15,-0.53,0,1.52,0.01,99.51,29.71,-18.2,22.44,46.15
1,3,3,16,0.17,0.01,1.5,0.01,99.6,29.57,-25.6,0,0
1,3,3,17,-0.18,0,1.47,0.01,99.56,29.25,-33,0,0
1,3,3,18,0.33,0.01,1.45,0.03,99.54,28.56,-40.4,0,0
1,3,3,19,-0.25,0,1.41,0.03,99.52,27.95,-37.5,0,0
1,3,3,20,0.04,0,1.38,0.03,99.53,27.08,-34.6,0,0
1,3,3,21,-0.21,0,1.36,0.01,99.51,26.18,-31.7,0,0
1,3,3,22,0.15,0,1.32,0.01,99.53,25.28,-32.87,0,0
1,3,3,23,-0.03,0,1.27,0.01,99.52,24.65,-34.03,0,0
1,4,4,0,-1.09,0,1.22,0,99.46,24.41,-35.2,0,0
1,4,4,1,-0.5,0,1.21,0,99.5,24.31,-37.23,0,0
1,4,4,2,-0.79,0,1.21,0,99.48,24.51,-39.27,0,0
1,4,4,3,-1.29,0,1.21,0,99.47,24.81,-41.3,0,0
1,4,4,4,-1.16,0,1.23,0,99.46,25.12,-42.07,0,0
1,4,4,5,-1.22,0,1.24,0,99.47,25.51,-42.83,0,0
1,4,4,6,-0.71,0.01,1.26,0,99.46,25.8,-43.6,0,0
1,4,4,7,-1.1,0,1.26,0,99.47,26.25,-39.83,0,0
1,4,4,8,-0.9,0,1.25,0,99.46,26.65,-36.07,0,0
1,4,4,9,0.43,0.01,1.24,0.01,99.51,26.98,-32.3,1.7,3.5
1,4,4,10,-0.33,0,1.36,0.01,99.47,28.51,-23.93,24,49.36
1,4,4,11,0.05,0,1.47,0.01,99.49,29.59,-15.57,41.26,84.85
1,4,4,12,-0.13,0,1.57,0.01,99.53,30.25,-7.2,191.54,393.9
1,4,4,13,0.24,0.01,1.5,0.01,99.51,30.11,-13.83,174.88,359.64
1,4,4,14,0.05,0.01,1.42,0.01,99.52,29.88,-20.47,115.63,237.79
1,4,4,15,-1.7,0,1.34,0,99.51,29.92,-27.1,24.96,51.33
1,4,4,16,-0.65,0.01,1.24,0,99.53,29.46,-30.73,0,0
1,4,4,17,-1.17,0.01,1.13,0,99.52,29.11,-34.37,0,0
1,4,4,18,-2.07,0,0.99,0,99.61,28.12,-38,0,0
1,4,4,19,-1.83,0,0.96,0,99.53,27.31,-38.27,0,0
1,4,4,20,-1.96,0,0.92,0,99.57,27.01,-38.53,0,0
1,4,4,21,-2.55,0,0.89,0,99.65,26.98,-38.8,0,0
1,4,4,22,-2.23,0,0.87,0,99.62,26.6,-39.57,0,0
1,4,4,23,-2.39,0,0.86,0,99.63,26.43,-40.33,0,0
1,5,5,0,-2.93,0,0.85,0,99.55,26.51,-41.1,0,0
1,5,5,1,-2.67,0,0.8,0,99.63,25.93,-38.63,0,0
1,5,5,2,-2.79,0,0.75,0,99.59,25.52,-36.17,0,0
1,5,5,3,-2.7,0,0.7,0,99.58,24.95,-33.7,0,0
1,5,5,4,-2.86,0,0.72,0,99.56,25.13,-33.8,0,0
1,5,5,5,-2.78,0,0.73,0,99.57,25.22,-33.9,0,0
1,5,5,6,-3.75,0,0.74,0,99.58,26.02,-34,0,0
1,5,5,7,-3.05,0,0.67,0,99.58,24.94,-30.4,0,0
1,5,5,8,-3.4,0,0.59,0,99.58,24.25,-26.8,0,0
1,5,5,9,-0.48,0.02,0.5,0,99.58,21.52,-23.2,7.38,15.18
